timestamp,track_id,bbox_top_x,bbox_top_y
69.668595,f173bbb5-de3e-4118-8953-c17b8548d24b,972.3702079359118,1999.3675999227764
70.001928,f173bbb5-de3e-4118-8953-c17b8548d24b,970.3217276347809,2000.8023909766996
70.335261,f173bbb5-de3e-4118-8953-c17b8548d24b,969.3987374669391,2002.8218601784492
70.668594,f173bbb5-de3e-4118-8953-c17b8548d24b,967.8426345241995,2004.3473407366546
71.001927,f173bbb5-de3e-4118-8953-c17b8548d24b,965.9699552224603,2005.262713035231
71.33526,f173bbb5-de3e-4118-8953-c17b8548d24b,964.7144581187617,2006.9371489557557
71.668593,f173bbb5-de3e-4118-8953-c17b8548d24b,963.3267069347071,2008.2692052011482
72.001926,f173bbb5-de3e-4118-8953-c17b8548d24b,962.8121477990429,2009.7382971955913
72.335259,f173bbb5-de3e-4118-8953-c17b8548d24b,962.0240990783336,2011.8686962929971
72.668592,f173bbb5-de3e-4118-8953-c17b8548d24b,961.0269021985196,2013.5596236818778
73.001925,f173bbb5-de3e-4118-8953-c17b8548d24b,959.7163067624184,2015.3915150412624
73.335258,f173bbb5-de3e-4118-8953-c17b8548d24b,958.8188595567195,2016.9671951915154
73.668591,f173bbb5-de3e-4118-8953-c17b8548d24b,958.2057742591095,2018.114967724898
74.001924,f173bbb5-de3e-4118-8953-c17b8548d24b,957.2667674208466,2020.372353306289
74.335257,f173bbb5-de3e-4118-8953-c17b8548d24b,955.4941761812454,2021.6280310636207
74.66859,f173bbb5-de3e-4118-8953-c17b8548d24b,953.9508468466778,2023.5449935653749
75.001923,f173bbb5-de3e-4118-8953-c17b8548d24b,952.4644618472161,2025.641253766801
75.335256,f173bbb5-de3e-4118-8953-c17b8548d24b,950.7922114590116,2027.362109428352
75.668589,f173bbb5-de3e-4118-8953-c17b8548d24b,948.0987201501332,2028.714593085549
76.001922,f173bbb5-de3e-4118-8953-c17b8548d24b,945.9806540426081,2030.9283189022321
76.335255,f173bbb5-de3e-4118-8953-c17b8548d24b,944.3951237773312,2032.9505242160083
76.668588,f173bbb5-de3e-4118-8953-c17b8548d24b,942.3045585893998,2035.3398507216812
77.001921,f173bbb5-de3e-4118-8953-c17b8548d24b,940.150365721479,2038.2856394131734
77.335254,f173bbb5-de3e-4118-8953-c17b8548d24b,938.1362701965471,2040.6796534688283
77.668587,f173bbb5-de3e-4118-8953-c17b8548d24b,936.1221746716152,2043.0736675244832
